index,id,artist,asciiName,availability,boosterTypes,borderColor,colorIdentity,colors,faceName,finishes,flavorText,frameEffects,frameVersion,hasFoil,hasNonFoil,isFullArt,isFunny,isPromo,isReprint,isTextless,keywords,language,layout,manaCost,mcmId,mtgArenaId,mtgjsonV4Id,multiverseId,name,number,originalText,originalType,otherFaceIds,power,promoTypes,reverseRelated,scryfallId,scryfallIllustrationId,scryfallOracleId,securityStamp,setCode,side,signature,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,watermark
2890,2891,Daniel Ljunggren,,paper,draft,black,,,,nonfoil,,,2015,0,1,0,0,0,0,0,,English,token,,,,fd6cf482-eb82-5cce-84ef-76c569e49d1f,,Spirit,1,,,,1,setpromo,"Akki Ember-Keeper,Baku Altar,Concord with the Kami,Dripping-Tongue Zubera,Forbidden Orchard,Gods' Eye, Gate to the Reikai,Go-Shintai of Shared Purpose,Haunting Imitation,Honden of Life's Web,Myojin of Blooming Dawn,One with the Kami,Promise of Bunrei,Release to Memory,Séance,Searchlight Companion,Sekki, Seasons' Guide,Sokenzan, Crucible of Defiance,Soul Separator,Spiritual Visit,Teachings of the Kirin // Kirin-Touched Orochi,The Restoration of Eiganjo // Architect of Restoration",082c3bad-3fea-4c3f-8263-4b16139bb32a,c8476bc5-b6cf-48b4-be06-8b805d146282,6a7a9dff-ff9e-4005-a17f-6ea0c11c1d5a,,TEMA,,,Spirit,,118779,,1,Token Creature — Spirit,"Token,Creature",86ccef6e-a581-536a-8c5c-81040de8bb1a,
2891,2892,Greg Staples,,paper,draft,black,W,W,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,76f902d9-c2c0-5589-bf57-2c7ed8f305b2,,Soldier,2,,,,1,setpromo,"Abdel Adrian, Gorion's Ward,Akroan Horse,Alliance of Arms,Ancestral Blade,Attended Knight,Bant Sojourners,Basri Ket,Benalish Commander,Captain of the Watch,Captain's Call,Darien, King of Kjeldor,Decree of Justice,Defiler of Faith,Deploy to the Front,Elspeth, Knight-Errant,Elspeth, Sun's Champion,Elspeth Tirel,Entrapment Maneuver,Evangel of Heliod,Even the Odds,First Response,Heroic Reinforcements,Hero of Bladehold,Horn of Valhalla // Ysgard's Call,Ironroot Warlord,Keeper of the Accord,Kjeldoran Outpost,Knight-Captain of Eos,Launch the Fleet,Lena, Selfless Champion,Lieutenants of the Guard,Martial Coup,Memorial to Glory,Mobilization,Murder Investigation,Prava of the Steel Legion,Precinct Captain,Queen Allenal of Ruadach,Raise the Alarm,Recruitment Drive,Recruit the Worthy,Secure the Scene,Security Detail,Sergeant-at-Arms,Skyknight Vanguard,Stormfront Riders,Throne of Empires,Timely Reinforcements,Torsten, Founder of Benalia,Undercellar Sweep,Veteran Soldier,You're Confronted by Robbers,Decree of Justice,Kjeldoran Outpost",c9c807dc-9c4f-4e87-9263-4dc9864e78ed,6df28827-075d-4e5e-ba2c-d26982ace45f,eac25f12-6459-438c-a09e-93e23d2cf80d,,TEMA,,,Soldier,,118781,,1,Token Creature — Soldier,"Token,Creature",243dd9d1-4750-5abb-9c7b-5878f3a4b702,
2892,2893,Ryan Yee,,paper,draft,black,W,W,,nonfoil,,,2015,0,1,0,0,0,1,0,Flying,English,token,,,,f7fded71-03da-5b6b-be4c-197f55440ea9,,Spirit,3,,,,1,setpromo,"Abzan Ascendancy,Afterlife,Alharu, Solemn Ritualist,Avacyn's Collar,Benevolent Offering,Bishop of Wings,Blessed Defiance,Brine Comber // Brinebound Gift,Clarion Spirit,Confront the Assault,Court of Grace,Custodi Soulbinders,Dauntless Cathar,Doomed Traveler,Drogskol Cavalry,Elgaud Inquisitor,Emissary of the Sleepless,Ethereal Investigator,Field of Souls,Funeral Pyre,Gallows at Willow Hill,Geist-Honored Monk,Hallowed Spiritkeeper,Hanged Executioner,Haunted Dead,Haunted Library,Heron-Blessed Geist,Kaya, Geist Hunter,Kaya the Inexorable,Kirtar's Wrath,Kykar, Wind's Fury,Lingering Souls,Luminous Angel,March of Souls,Mausoleum Guard,Midnight Haunting,Millicent, Restless Revenant,Moorland Haunt,Nearheath Chaplain,Not Forgotten,Nurturing Presence,Occult Epiphany,Priest of the Blessed Graf,Ranar the Ever-Watchful,Requiem Angel,Rousing of Souls,Sanctifier of Souls,Sandsteppe Outcast,Seize the Soul,Slayer's Plate,Spectral Procession,Spectral Reserves,Spirit Bonds,Spirit Cairn,Teysa, Orzhov Scion,Thalia's Geistcaller,Thalisse, Reverent Medium,Transluminant,Triplicate Spirits,Twilight Drover,Valor of the Worthy,Vessel of Ephemera,Whispering Wizard,Millicent, Restless Revenant",f4b36a9a-7456-4c72-a7b2-478461d886a4,50ddbe3c-fb6c-4a9f-87c9-fd200719576f,dc4e2134-f0c2-49aa-9ea3-ebf83af1445c,,TEMA,,,Spirit,,118780,Flying,1,Token Creature — Spirit,"Token,Creature",85cb438e-6852-54f6-98de-60384aac0fb8,
2893,2894,Brian Snõddy,,paper,draft,black,U,U,,nonfoil,,,2015,0,1,0,0,0,0,0,Defender,English,token,,,,b02799ce-10ab-598a-8b8f-19ba40e441b0,,Wall,4,,,,5,setpromo,Tidal Wave,7f31debf-0b93-44c7-99b6-be441ba4e167,67eb651b-d2e4-4d39-a9fb-b04ed9a627b1,b1def57c-ba62-415c-87dd-c4085a0a62e7,,TEMA,,,Wall,,118782,Defender,5,Token Creature — Wall,"Token,Creature",ac41772f-9365-5129-bbf3-99333ec63586,
2894,2895,Aaron Miller,,paper,draft,black,B,B,,nonfoil,,,2015,0,1,0,0,0,0,0,,English,token,,,,0178f724-c567-5257-bda6-9c6c7d56a2ac,,Serf,5,,,,0,setpromo,Sengir Autocrat,c98dbedd-b1f1-4a9c-af37-8ce2ae07a247,b84daf16-cb3e-4bc0-815c-d7a8d93cb442,9c3d0480-8f68-4fbf-863a-8820c1dcfdf7,,TEMA,,,Serf,,118783,,1,Token Creature — Serf,"Token,Creature",c1d00c5e-3e97-5815-b0f6-d3547afd1080,
2895,2896,Lucas Graciano,,paper,draft,black,B,B,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,8c14b8a1-e4fe-5851-9216-099a4a49d7c5,,Zombie,6,,,,2,setpromo,"Acererak the Archlich,Aphemia, the Cacophony,Archdemon of Unx,Army of the Damned,Assemble the Rank and Vile,Awaken the Erstwhile,Boneclad Necromancer,Bone Miser,Bridge from Below,Captive Audience,Cellar Door,Cemetery Reaper,Cradle of the Accursed,Cryptbreaker,Curse of Disturbance,Curse of Shallow Graves,Dark Salvation,Death Tyrant,Diregraf Colossus,Doomed Dissenter,Drana's Chosen,Dread Summons,Drunau Corpse Trawler,Dunes of the Dead,Dying to Serve,Empty the Pits,Endless Ranks of the Dead,Feast or Famine,Field of the Dead,From Under the Floorboards,Ghoulcaller Gisa,Ghoulcaller's Accomplice,Gisa's Bidding,Graf Harvest,Grave Titan,Graveyard Marshal,Grixis Slavedriver,Havengul Runebinder,Headless Rider,Hour of Promise,Kalitas, Traitor of Ghet,Liliana, Death's Majesty,Liliana, Dreadhorde General,Liliana, Heretical Healer // Liliana, Defiant Necromancer,Liliana's Devotee,Liliana's Mastery,Liliana's Reaver,Liliana, the Last Hope,Maalfeld Twins,Magus of the Bridge,Midnight Ritual,Moan of the Unhallowed,Necromancer's Covenant,Necromancer's Stockpile,Necromaster Dragon,Necromentia,Necrotic Hex,Nested Ghoul,Never // Return,Nevinyrral, Urborg Tyrant,Noosegraf Mob,Null Caller,Oath of Liliana,Oglor, Devoted Assistant,Open the Graves,Overseer of the Damned,Rakshasa Gravecaller,Rank Officer,Reap the Seagraf,Rise from the Tides,Rotlung Reanimator,Sarcomancy,Shamble Back,Sidisi, Brood Tyrant,Skull Skaab,Stir the Sands,Syphon Flesh,The Book of Vile Darkness,Tombstone Stairwell,Tormod, the Desecrator,Tymaret Calls the Dead,Undead Alchemist,Undead Servant,Unscythe, Killer of Kings,Varina, Lich Queen,Vile Rebirth,Wakedancer,Wand of Orcus,Waste Not,Wight,Xathrid Necromancer,Zombie Infestation,Lair of the Ashen Idol,The Fourth Sphere",207e9b8c-3e5e-4262-8d78-248780600462,6bb462b0-a2a7-4cdf-9fe4-c14d6aceeddc,ddc8c973-c31e-463f-be45-f3fa7d632362,,TEMA,,,Zombie,,118784,,2,Token Creature — Zombie,"Token,Creature",f865d69f-5f58-50a7-9368-d4f2383f474b,
2896,2897,Johann Bodin,,paper,draft,black,R,R,,nonfoil,,,2015,0,1,0,0,0,0,0,,English,token,,,,e691b0ea-6faf-5115-88c6-c92f5fdee80c,,Carnivore,7,,,,3,setpromo,Tooth and Claw,8437b125-6057-4d17-9f2c-28ea56553f84,1bec4721-814e-4c8a-a876-915a9327c9e0,09bb0fec-5d71-4843-8aee-4505d9c84c82,,TEMA,,,Beast,,118785,,1,Token Creature — Beast,"Token,Creature",2916cad8-e495-5469-a1d2-b80c26fb74e1,
2897,2898,Jack Wang,,paper,draft,black,R,R,,nonfoil,,,2015,0,1,0,0,0,1,0,Flying,English,token,,,,6705d4b4-95af-53ee-b760-a456c3c9be4f,,Dragon,8,,,,2,setpromo,"Brood Keeper,Dragon Egg,Nesting Dragon,Dragon Egg",49d37f45-e5ad-48e2-b6d4-9f39b1643f3a,f3a70737-ee42-49c2-b628-6eb2b17a50e7,ec6df381-5ea7-4c68-8416-093b107f0784,,TEMA,,,Dragon,,118786,"Flying
{R}: This creature gets +1/+0 until end of turn.",2,Token Creature — Dragon,"Token,Creature",494cf5e8-9c77-5cb5-9f4c-e1c318e8a6e9,
2898,2899,Winona Nelson,,paper,draft,black,R,R,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,a061a7ab-6337-53a6-a714-2ddd71e3e2d4,,Elemental,9,,,,1,setpromo,"Chandra, Acolyte of Flame,Elemental Mastery,Mask of Immolation,Molten Birth,Scampering Scorcher,Seasoned Pyromancer,Tilonalli's Summoner,Young Pyromancer",8b4f81e2-916f-4af4-9e63-f4469e953122,b72510b2-4740-465b-8b71-58cea9d54eff,1a6c2152-71ca-46be-ab83-c84633442257,,TEMA,,,Elemental,,118787,,1,Token Creature — Elemental,"Token,Creature",b729388a-eea6-5c99-a333-26a1cfed0ffb,
2899,2900,Dave Kendall,,paper,draft,black,R,R,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,34a75bc2-b355-5e09-969a-f6dbd318ee8b,,Goblin,10,,,,1,setpromo,"Battle Cry Goblin,Beetleback Chief,Blast from the Past,Box of Free-Range Goblins,Chancellor of the Forge,Den of the Bugbear,Dragon Fodder,Empty the Warrens,Garbage Elemental,Gift Horse,Goblin Assault,Goblin Gang Leader,Goblin Gathering,Goblin Goliath,Goblin Instigator,Goblin Marshal,Goblin Morningstar,Goblin Offensive,Goblin Rabblemaster,Goblin Rally,Goblinslide,Goblin Traprunner,Goblin War Party,Goblin Warrens,Hordeling Outburst,Hunted Phantasm,Ib Halfheart, Goblin Tactician,Kathari Bomber,Krenko, Mob Boss,Krenko's Command,Krenko, Tin Street Kingpin,Kuldotha Rebirth,Legion Warboss,Lost Mine of Phandelver,Mardu Ascendancy,Mogg Alarm,Mogg Infestation,Mogg War Marshal,Pashalik Mons,Ponyback Brigade,Sarpadian Empires, Vol. VII,Siege-Gang Commander,Sling-Gang Lieutenant,Survey the Wreckage,Swarming Goblins,Tin Street Cadet,Warbreak Trumpeter,You See a Pair of Goblins,Goblin Gang Leader,Jund,Siege-Gang Commander",d3ad6525-af56-4512-9a6e-3441e686c367,12f18aeb-2a92-431f-9d1d-9d3ae9c9dba5,4465eff4-5851-4721-a248-866c686c2ab8,,TEMA,,,Goblin,,118789,,1,Token Creature — Goblin,"Token,Creature",261364f9-97f9-5ecd-a221-2d7b039ed47f,
2900,2901,Lars Grant-West,,paper,draft,black,G,G,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,a1144f01-4c54-57f1-8187-c602fd06bbe9,,Elephant,11,,,,3,setpromo,"Assault // Battery,Bestial Menace,Call of the Herd,Elephant Ambush,Elephant Guide,Generous Gift,Kazandu Tuskcaller,Selvala's Charge,Terastodon,Trumpeting Herd,Call of the Herd",de85f692-4c8b-45b5-af8b-05a4c2a6cebf,0fe3c48b-f071-458f-9320-fa34b7e5d8cb,079c46cc-feb0-4998-8593-c8b739afdb82,,TEMA,,,Elephant,,118788,,3,Token Creature — Elephant,"Token,Creature",c0dea9db-fb14-52e0-8304-5025d32f26f4,
2901,2902,William O'Connor,,paper,draft,black,G,G,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,a08af3fa-5ffd-511a-b37a-5f7ed2539bc3,,Elf Warrior,12,,,,1,setpromo,"Ambassador Oak,Battle for Bretagard,Dwynen's Elite,Elderleaf Mentor,Elven Ambush,Elven Bow,Elvish Promenade,Elvish Warmaster,Exquisite Huntmaster,Eyeblight Cullers,Flourishing Defenses,Gilt-Leaf Ambush,Hunting Triad,Imperious Perfect,Lathril, Blade of the Elves,Lys Alana Huntmaster,Nadier, Agent of the Duskenel,Nath of the Gilt-Leaf,Presence of Gond,Prowess of the Fair,Return Upon the Tide,Skemfar Elderhall,Sylvan Offering,Thorn Lieutenant,Tyvar Kell,Wolverine Riders",355eaeb4-582f-4b74-b573-3dd68f376317,a573739e-fe8e-4ddf-9c96-03a34bd0e3b0,dac8a765-6845-4b57-bb79-4ec463436f92,,TEMA,,,"Elf,Warrior",,118790,,1,Token Creature — Elf Warrior,"Token,Creature",9c643f20-444d-5d60-a0fd-a946556a74fb,
2902,2903,Anthony Francisco,,paper,draft,black,G,G,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,0ec30d88-5155-5039-98f9-c49e33bc979c,,Wurm,13,,,,6,setpromo,"Crush of Wurms,Garruk, Primal Hunter,Roar of the Wurm,Wurmweaver Coil,Roar of the Wurm",a32175ed-d4f8-43b0-8f31-df529167610b,b5073061-ca8d-4ca8-988e-9a44dcbc2e23,46a55586-cc9a-443c-b458-e628afc3c587,,TEMA,,,Wurm,,118791,,6,Token Creature — Wurm,"Token,Creature",7141cacc-91af-515d-9912-ecd112ba0f1d,
2903,2904,Randy Gallegos,,paper,draft,black,"R,U","R,U",,nonfoil,,,2015,0,1,0,0,0,1,0,Flying,English,token,,,,94a917a3-381c-57a2-be29-a3430cfa0b35,,Elemental,14,,,,5,setpromo,Call the Skybreaker,ae82b600-c406-4c3b-a09b-a18e18fc57b1,5b7ffb95-4aa6-4a0a-9318-22e0b30ec161,66b91a2c-d5ac-421e-b210-039a20c71b16,,TEMA,,,Elemental,,118792,Flying,5,Token Creature — Elemental,"Token,Creature",22763a77-bc0b-584d-8c2d-6bfe415a0db1,
2904,2905,Filip Burburan,,paper,draft,black,"R,W","R,W",,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,2230d315-db25-5d86-9b7a-2f8986391663,,Goblin Soldier,15,,,,1,setpromo,"Goblin Trenches,Rise of the Hobgoblins",3022b41d-05c1-452e-a1cd-5ec5a7f4d79d,dc66a068-7e48-4470-8ac7-4d046dfbb6b5,7b646e97-6c1d-4b37-8e27-82c36f2561e9,,TEMA,,,"Goblin,Soldier",,118793,,1,Token Creature — Goblin Soldier,"Token,Creature",40ea0deb-83d1-565f-9f72-592652ed3606,
2905,2906,Eric Deschamps,,paper,draft,black,,,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,emblem,,,,cf319d7a-e4fb-565a-9dab-7ee91717f521,,Dack Fayden Emblem,16,,,,,setpromo,Dack Fayden,d92a00d8-ddac-45df-8130-87ac32815984,27b95243-d2c8-431c-a7c1-13c9e3ad8473,6c2c20cb-de02-4557-b718-ee3feea4e5b2,,TEMA,,,Dack,,118794,"Whenever you cast a spell that targets one or more permanents, gain control of those permanents.",,Emblem — Dack,Emblem,6d990ec4-e98d-5b60-bf55-271f19741864,
2906,2907,Jason Felix,,paper,draft,black,,,,nonfoil,,,2015,0,1,0,0,0,0,0,,English,token,,,,964be968-36a5-5a21-8e17-b4aff89d1910,,Eldrazi Horror,1,,,,3,setpromo,"Desperate Sentry,Emrakul's Evangel,Enlightened Maniac,Extricator of Sin // Extricator of Flesh,Foul Emissary,Hanweir, the Writhing Township,Otherworldly Outburst,Shrill Howler // Howling Chorus,Wharf Infiltrator",11d25bde-a303-4b06-a3e1-4ad642deae58,eaa7210f-76ec-4459-8265-1558ee7f70d6,294116b1-58c6-40bb-8997-0deda327c522,,TEMN,,,"Eldrazi,Horror",,120437,,2,Token Creature — Eldrazi Horror,"Token,Creature",97d1206f-a2e2-5a25-b24b-ff685b87d47e,
2907,2908,,,paper,draft,black,,,,nonfoil,,,2015,0,1,0,0,0,0,0,,English,token,,,,d7f97129-80e0-593a-9f6e-2a3d3e13c042,,Eldritch Moon Checklist,CH1,,,,,setpromo,,cd8586f9-97e2-438d-b74f-1e53c811f314,,57679090-7ce2-45bc-b7b2-f0813c0dee4e,,TEMN,,,,,120978,"(You can mark this card to represent a meld or double-faced card in your library or hand.)
☐ Bruna, the Fading Light {5}{W}{W}
☐ Extricator of Sin {2}{W}
☐ Gisela, the Broken Blade {2}{W}{W}
☐ Lone Rider {1}{W}
☐ Curious Homunculus {1}{U}
☐ Docent of Perfection {3}{U}{U}
☐ Grizzled Angler {2}{U}
☐ Graf Rats {1}{B}
☐ Midnight Scavengers {4}{B}
☐ Voldaren Pariah {3}{B}{B}
☐ Conduit of Storms {2}{R}
☐ Hanweir Garrison {2}{R}
☐ Smoldering Werewolf {2}{R}{R}
☐ Vildin-Pack Outcast {4}{R}
☐ Kessig Prowler {G}
☐ Shrill Howler {2}{G}
☐ Tangleclaw Werewolf {2}{G}{G}
☐ Ulvenwald Captive {1}{G}
☐ Ulrich of the Krallenhorde {3}{R}{G}
☐ Cryptolith Fragment {3}
☐ Hanweir Battlements",,Card,Card,5a885f7d-d9d3-58fc-adb5-4be0bc6cd1f5,
2908,2909,Nils Hamm,,paper,draft,black,U,U,,nonfoil,,,2015,0,1,0,0,0,0,0,,English,token,,,,8a4442e5-decd-51d2-8c37-1d4180410ce4,,Human Wizard,2,,,,1,setpromo,"Docent of Perfection // Final Iteration,Euroakus",e4439a8b-ef98-428d-a274-53c660b23afe,2700ce98-0714-4058-a4b1-c771a4221366,9a84c6f8-537c-430d-95b6-f19a86f74f45,,TEMN,,,"Human,Wizard",,120438,,1,Token Creature — Human Wizard,"Token,Creature",7513b439-3b1b-51a6-a771-76d22da1c16c,
2909,2910,Tomasz Jedruszek,,paper,draft,black,B,B,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,b33e86b4-e5f2-5e32-bfe0-336bc6cfb3ef,,Zombie,3,,,,2,setpromo,"Acererak the Archlich,Aphemia, the Cacophony,Archdemon of Unx,Army of the Damned,Assemble the Rank and Vile,Awaken the Erstwhile,Boneclad Necromancer,Bone Miser,Bridge from Below,Captive Audience,Cellar Door,Cemetery Reaper,Cradle of the Accursed,Cryptbreaker,Curse of Disturbance,Curse of Shallow Graves,Dark Salvation,Death Tyrant,Diregraf Colossus,Doomed Dissenter,Drana's Chosen,Dread Summons,Drunau Corpse Trawler,Dunes of the Dead,Dying to Serve,Empty the Pits,Endless Ranks of the Dead,Feast or Famine,Field of the Dead,From Under the Floorboards,Ghoulcaller Gisa,Ghoulcaller's Accomplice,Gisa's Bidding,Graf Harvest,Grave Titan,Graveyard Marshal,Grixis Slavedriver,Havengul Runebinder,Headless Rider,Hour of Promise,Kalitas, Traitor of Ghet,Liliana, Death's Majesty,Liliana, Dreadhorde General,Liliana, Heretical Healer // Liliana, Defiant Necromancer,Liliana's Devotee,Liliana's Mastery,Liliana's Reaver,Liliana, the Last Hope,Maalfeld Twins,Magus of the Bridge,Midnight Ritual,Moan of the Unhallowed,Necromancer's Covenant,Necromancer's Stockpile,Necromaster Dragon,Necromentia,Necrotic Hex,Nested Ghoul,Never // Return,Nevinyrral, Urborg Tyrant,Noosegraf Mob,Null Caller,Oath of Liliana,Oglor, Devoted Assistant,Open the Graves,Overseer of the Damned,Rakshasa Gravecaller,Rank Officer,Reap the Seagraf,Rise from the Tides,Rotlung Reanimator,Sarcomancy,Shamble Back,Sidisi, Brood Tyrant,Skull Skaab,Stir the Sands,Syphon Flesh,The Book of Vile Darkness,Tombstone Stairwell,Tormod, the Desecrator,Tymaret Calls the Dead,Undead Alchemist,Undead Servant,Unscythe, Killer of Kings,Varina, Lich Queen,Vile Rebirth,Wakedancer,Wand of Orcus,Waste Not,Wight,Xathrid Necromancer,Zombie Infestation,Lair of the Ashen Idol,The Fourth Sphere",15f1f43a-cbdb-4d1b-a254-dadcb2469784,6c46724a-754f-43cb-8229-49edda258a4e,ddc8c973-c31e-463f-be45-f3fa7d632362,,TEMN,,,Zombie,,120439,,2,Token Creature — Zombie,"Token,Creature",c454ff79-6729-5d5d-bcfe-81ba641dc8ee,
2910,2911,Seb McKinnon,,paper,draft,black,B,B,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,6590c804-242d-574c-bfc0-93d1587036a7,,Zombie,4,,,,2,setpromo,"Acererak the Archlich,Aphemia, the Cacophony,Archdemon of Unx,Army of the Damned,Assemble the Rank and Vile,Awaken the Erstwhile,Boneclad Necromancer,Bone Miser,Bridge from Below,Captive Audience,Cellar Door,Cemetery Reaper,Cradle of the Accursed,Cryptbreaker,Curse of Disturbance,Curse of Shallow Graves,Dark Salvation,Death Tyrant,Diregraf Colossus,Doomed Dissenter,Drana's Chosen,Dread Summons,Drunau Corpse Trawler,Dunes of the Dead,Dying to Serve,Empty the Pits,Endless Ranks of the Dead,Feast or Famine,Field of the Dead,From Under the Floorboards,Ghoulcaller Gisa,Ghoulcaller's Accomplice,Gisa's Bidding,Graf Harvest,Grave Titan,Graveyard Marshal,Grixis Slavedriver,Havengul Runebinder,Headless Rider,Hour of Promise,Kalitas, Traitor of Ghet,Liliana, Death's Majesty,Liliana, Dreadhorde General,Liliana, Heretical Healer // Liliana, Defiant Necromancer,Liliana's Devotee,Liliana's Mastery,Liliana's Reaver,Liliana, the Last Hope,Maalfeld Twins,Magus of the Bridge,Midnight Ritual,Moan of the Unhallowed,Necromancer's Covenant,Necromancer's Stockpile,Necromaster Dragon,Necromentia,Necrotic Hex,Nested Ghoul,Never // Return,Nevinyrral, Urborg Tyrant,Noosegraf Mob,Null Caller,Oath of Liliana,Oglor, Devoted Assistant,Open the Graves,Overseer of the Damned,Rakshasa Gravecaller,Rank Officer,Reap the Seagraf,Rise from the Tides,Rotlung Reanimator,Sarcomancy,Shamble Back,Sidisi, Brood Tyrant,Skull Skaab,Stir the Sands,Syphon Flesh,The Book of Vile Darkness,Tombstone Stairwell,Tormod, the Desecrator,Tymaret Calls the Dead,Undead Alchemist,Undead Servant,Unscythe, Killer of Kings,Varina, Lich Queen,Vile Rebirth,Wakedancer,Wand of Orcus,Waste Not,Wight,Xathrid Necromancer,Zombie Infestation,Lair of the Ashen Idol,The Fourth Sphere",06e7f8df-826e-4ba7-9c6c-8c8eb7a61de8,e7a53b73-99b7-459c-ac14-463c97c8e29f,ddc8c973-c31e-463f-be45-f3fa7d632362,,TEMN,,,Zombie,,120440,,2,Token Creature — Zombie,"Token,Creature",45532777-f91c-50a2-9b77-5bab52dc4d79,
2911,2912,Anna Steinbauer,,paper,draft,black,B,B,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,5b9495d9-98a3-53f4-93c8-f81a530506c7,,Zombie,5,,,,2,setpromo,"Acererak the Archlich,Aphemia, the Cacophony,Archdemon of Unx,Army of the Damned,Assemble the Rank and Vile,Awaken the Erstwhile,Boneclad Necromancer,Bone Miser,Bridge from Below,Captive Audience,Cellar Door,Cemetery Reaper,Cradle of the Accursed,Cryptbreaker,Curse of Disturbance,Curse of Shallow Graves,Dark Salvation,Death Tyrant,Diregraf Colossus,Doomed Dissenter,Drana's Chosen,Dread Summons,Drunau Corpse Trawler,Dunes of the Dead,Dying to Serve,Empty the Pits,Endless Ranks of the Dead,Feast or Famine,Field of the Dead,From Under the Floorboards,Ghoulcaller Gisa,Ghoulcaller's Accomplice,Gisa's Bidding,Graf Harvest,Grave Titan,Graveyard Marshal,Grixis Slavedriver,Havengul Runebinder,Headless Rider,Hour of Promise,Kalitas, Traitor of Ghet,Liliana, Death's Majesty,Liliana, Dreadhorde General,Liliana, Heretical Healer // Liliana, Defiant Necromancer,Liliana's Devotee,Liliana's Mastery,Liliana's Reaver,Liliana, the Last Hope,Maalfeld Twins,Magus of the Bridge,Midnight Ritual,Moan of the Unhallowed,Necromancer's Covenant,Necromancer's Stockpile,Necromaster Dragon,Necromentia,Necrotic Hex,Nested Ghoul,Never // Return,Nevinyrral, Urborg Tyrant,Noosegraf Mob,Null Caller,Oath of Liliana,Oglor, Devoted Assistant,Open the Graves,Overseer of the Damned,Rakshasa Gravecaller,Rank Officer,Reap the Seagraf,Rise from the Tides,Rotlung Reanimator,Sarcomancy,Shamble Back,Sidisi, Brood Tyrant,Skull Skaab,Stir the Sands,Syphon Flesh,The Book of Vile Darkness,Tombstone Stairwell,Tormod, the Desecrator,Tymaret Calls the Dead,Undead Alchemist,Undead Servant,Unscythe, Killer of Kings,Varina, Lich Queen,Vile Rebirth,Wakedancer,Wand of Orcus,Waste Not,Wight,Xathrid Necromancer,Zombie Infestation,Lair of the Ashen Idol,The Fourth Sphere",b8710a30-8314-49ef-b995-bd05454095be,2391d548-fc02-4021-a6c5-fa680b9f4fde,ddc8c973-c31e-463f-be45-f3fa7d632362,,TEMN,,,Zombie,,120441,,2,Token Creature — Zombie,"Token,Creature",d73c5077-732d-5a56-b229-b23d3b4124aa,
2912,2913,Daarken,,paper,draft,black,B,B,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,335b9a7e-0918-575b-ba44-14b067cca779,,Zombie,6,,,,*,setpromo,"Ritual of the Returned,Soul Separator",e44aa879-b63b-497c-9c1b-2333950161fa,0809e2cf-f02c-41db-aab1-748e4adfb875,ec6e76e8-e80e-4534-990a-03c3bbeda53a,,TEMN,,,Zombie,,120442,,*,Token Creature — Zombie,"Token,Creature",94d9bf29-b5c7-57fe-b6da-bc068103aa50,
2913,2914,Kieran Yanner,,paper,draft,black,R,R,,nonfoil,,,2015,0,1,0,0,0,1,0,,English,token,,,,26afa3e3-b855-5aca-865e-434247505103,,Human,7,,,,1,setpromo,"Hanweir Garrison,Stensia Uprising,Thatcher Revolt",dbd994fc-f3f0-4c81-86bd-14ca63ec229b,174d6df3-1da2-44a6-b5c2-ee844c28e7e9,44a4a06e-762a-41ab-a38f-56ed0f0bc21e,,TEMN,,,Human,,120443,,1,Token Creature — Human,"Token,Creature",e1b159eb-6dd2-5aac-bf20-2ba7ac9de6b2,
2914,2915,Christine Choi,,paper,draft,black,G,G,,nonfoil,,,2015,0,1,0,0,0,1,0,Reach,English,token,,,,f31660b0-0685-562d-84f7-c577685be5c0,,Spider,8,,,,1,setpromo,"Arachnogenesis,Arasta of the Endless Web,Brood Weaver,Curse of Clinging Webs,Gloomwidow's Feast,Ishkanah, Grafwidow,Rotwidow Pack,Spider Spawning,Twin-Silk Spider",ce90c48f-74fb-4e87-9e46-7f8c3d79cbb0,99bbecd3-64be-468d-aa4b-02f72272980a,bd386399-69f0-4653-96a1-fd05b8fd148c,,TEMN,,,Spider,,120444,Reach,2,Token Creature — Spider,"Token,Creature",c5d1d542-2d37-59c3-b620-05f69d6d9e54,
